un_number,name_en,class_or_division,subsidiary_hazard,packing_group,special_provisions,limited_quantity,excepted_quantity,packing_instructions,special_packing_provisions,tank_bulk_instructions,tank_special_provisions,source_page
2356,2-,3,,I,,0,E3,P001,,T11,TP2 TP13,268
2357,,8,3,II,,1 L,E2,P001 IBC02,,T7,TP2,268
2358,,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,268
2359,,3,6.1 8,II,,1 L,E2,P001 IBC99,,T7,TP1,268
2360,,3,6.1,II,,1 L,E2,P001 IBC02,,T7,TP1 TP13,268
2361,,3,8,III,,5 L,E1,P001 IBC03,,T4,TP1,268
2362,"1,1-",3,,II,,1 L,E2,P001 IBC02,,T4,TP1,268
2363,,3,,I,,0,E0,P001,,T11,TP2 TP13,268
2364,,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,268
2366,,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,268
2367,-,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,268
2368,-,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,268
2370,1-,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,268
2371,,3,,I,,0,E3,P001,,T11,TP2,268
2372,"1,2--()",3,,II,,1 L,E2,P001 IBC02,,T4,TP1,268
2373,,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,268
2374,"3,3-",3,,II,,1 L,E2,P001 IBC02,,T4,TP1,268
2375,(),3,,II,,1 L,E2,P001 IBC02,,T7,TP1 TP13,268
2376,"2,3-",3,,II,,1 L,E2,P001 IBC02,,T4,TP1,268
2377,"1,1-",3,,II,,1 L,E2,P001 IBC02,,T7,TP1,269
2378,2-,3,6.1,II,,1 L,E2,P001 IBC02,,T7,TP1,269
2379,"1,3-",3,8,II,,1 L,E2,P001 IBC02,,T7,TP1,269
2380,,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,269
2381,,3,6.1,II,354,1 L,E0,P001 IBC02,,T7,TP2 TP13,269
2382,,6.1,3,I,354,0,E0,P602,,T20,TP2 TP13,269
2383,,3,8,II,,1 L,E2,P001 IBC02,,T7,TP1,269
2384,,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,269
2385,,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,269
2386,1-,3,8,II,,1 L,E2,P001 IBC02,,T7,TP1,269
2387,,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,269
2388,,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,269
2389,,3,,I,,0,E3,P001,,T12,TP2 TP13,269
2390,2-,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,269
2391,,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,269
2392,,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,269
2393,,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,269
2394,,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,269
2395,,3,8,II,,1 L,E2,P001 IBC02,,T7,TP2,269
2396,,3,6.1,II,386,1 L,E2,P001 IBC02,,T7,TP1 TP13,269
2397,3--2-,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,269
2398,,3,,II,,1 L,E2,P001 IBC02,,T7,TP1,269
2399,1-,3,8,II,,1 L,E2,P001 IBC02,,T7,TP1,269
2400,,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,270
2401,,8,3,I,,0,E0,P001,,T10,TP2,270
2402,,3,,II,,1 L,E2,P001 IBC02,,T4,TP1 TP13,270
2403,,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,270
2404,,3,6.1,II,,1 L,E0,P001 IBC02,,T7,TP1 TP13,270
2405,,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,270
2406,,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,270
2407,,6.1,3 8,I,354,0,E0,P602,,,,270
2409,,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,270
2410,"1,2,3,6-",3,,II,,1 L,E2,P001 IBC02,,T4,TP1,270
2411,,3,6.1,II,,1 L,E2,P001 IBC02,,T7,TP1 TP13,270
2412,,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,270
2413,,3,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,270
2414,,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,270
2416,,3,,II,,1 L,E2,P001 IBC02,,T7,TP1,270
2417,,2.3,8,,,0,E0,P200,,,,270
2418,,2.3,8,,,0,E0,P200,,,,270
2419,,2.1,,,,0,E0,P200,,,,270
2420,,2.3,8,,,0,E0,P200,,,,270
2421,,2.3,5.1 8,,,0,E0,P200,,,,270
2422,-2-(R 1318),2.2,,,,120 ml,E1,P200,,,,270
2424,(R 218),2.2,,,,120 ml,E1,P200,,T50,,270
2426,(),5.1,,,252,0,E0,,,T7,TP1 TP16 TP17,270
2427,,5.1,,II,,1 L,E2,P504 IBC02,,T4,TP1,270
2427,,5.1,,III,223,5 L,E1,P504 IBC02,,T4,TP1,270
2428,,5.1,,II,,1 L,E2,P504 IBC02,,T4,TP1,270
2428,,5.1,,III,223,5 L,E1,P504 IBC02,,T4,TP1,271
2429,,5.1,,II,,1 L,E2,P504 IBC02,,T4,TP1,271
2429,,5.1,,III,223,5 L,E1,P504 IBC02,,T4,TP1,271
2430,(C2-C12),8,,I,,0,E0,P002 IBC07,B1,T6,TP33,271
2430,(C2-C12),8,,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,271
2430,(C2-C12),8,,III,223,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,271
2431,,6.1,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,271
2432,NN-,6.1,,III,279,5 L,E1,P001 IBC03 LP01,,T4,TP1,271
2433,,6.1,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,271
2434,,8,,II,,0,E0,P010,,T10,TP2 TP7 TP13,271
2435,,8,,II,,0,E0,P010,,T10,TP2 TP7 TP13,271
2436,,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,271
2437,,8,,II,,0,E0,P010,,T10,TP2 TP7 TP13,271
2438,,6.1,3 8,I,,0,E0,P001,,T14,TP2 TP13,271
2439,,8,,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,271
2440,,8,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,271
2441,,4.2,8,I,,0,E0,P404,,,,271
2442,,8,,II,,0,E0,P001,,T7,TP2,271
2443,,8,,II,,1 L,E0,P001 IBC02,,T7,TP2,271
2444,,8,,I,,0,E0,P802,,T10,TP2,271
2446,,6.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,271
2447,,4.2,6.1,I,,0,E0,,,T21,TP3 TP7 TP26,272
2448,,4.1,,III,,0,E0,IBC01,,T1,TP3,272
2451,,2.2,5.1,,,0,E0,P200,,,,272
2452,,2.1,,,386,0,E0,P200,,,,272
2453,(R 161),2.1,,,,0,E0,P200,,,,272
2454,(R 41),2.1,,,,0,E0,P200,,,,272
2455,,2.2,,,,120 ml,E1,P200,,,,272
2456,2-,3,,I,,0,E3,P001,,T11,TP2,272
2457,"2,3-",3,,II,,1 L,E2,P001 IBC02,,T7,TP1,272
2458,,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,272
2459,2--1-,3,,I,,0,E3,P001,,T11,TP2,272
2460,2--2-,3,,II,,1 L,E2,P001 IBC02,B8,T7,TP1,272
2461,,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,272
2463,,4.3,,I,,0,E0,P403,,,,272
2464,,5.1,6.1,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,272
2465,,5.1,,II,135,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,272
2466,,5.1,,I,,0,E0,P503 IBC06,B1,,,272
2468,,5.1,,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,272
2469,,5.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,272
2470,,6.1,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,272
2471,,6.1,,I,,0,E5,P002 IBC07,PP30 B1,T6,TP33,272
2473,,6.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,272
2474,,6.1,,I,279 354,0,E0,P602,,T20,TP2 TP13,272
2475,,8,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,272
2477,,6.1,3,I,354,0,E0,P602,,T20,TP2 TP13,272
2478,,3,6.1,II,274,1 L,E2,P001 IBC02,,T11,TP2 TP13 TP27,273
2478,,3,6.1,III,223 274,5 L,E1,P001 IBC03,,T7,TP1 TP13 TP28,273
2480,,6.1,3,I,354,0,E0,P601,,T22,TP2 TP13,273
2481,,6.1,3,I,354,0,E0,P602,,T20,TP2 TP13,273
2482,,6.1,3,I,354,0,E0,P602,,T20,TP2 TP13,273
2483,,6.1,3,I,354,0,E0,P602,,T20,TP2 TP13,273
2484,,6.1,3,I,354,0,E0,P602,,T20,TP2 TP13,273
2485,,6.1,3,I,354,0,E0,P602,,T20,TP2 TP13,273
2486,,6.1,3,I,354,0,E0,P602,,T20,TP2 TP13,273
2487,,6.1,3,I,354,0,E0,P602,,T20,TP2 TP13,273
2488,,6.1,3,I,354,0,E0,P602,,T20,TP2 TP13,273
2490,,6.1,,II,,100 ml,E4,P001 IBC02,,T7,TP2,273
2491,,8,,III,223,5 L,E1,P001 IBC03 LP01,,T4,TP1,273
2493,,3,8,II,,1 L,E2,P001 IBC02,,T7,TP1,273
2495,,5.1,6.1 8,I,,0,E0,P200,,,,273
2496,,8,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,273
2498,"1,2,3,6-",3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,273
2501,-(1-),6.1,,II,,100 ml,E4,P001 IBC02,,T7,TP2,273
2501,-(1-),6.1,,III,223,5 L,E1,P001 IBC03 LP01,,T4,TP1,274
2502,,8,3,II,,1 L,E2,P001 IBC02,,T7,TP2,274
2503,,8,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,274
2504,,6.1,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,274
2505,,6.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,274
2506,,8,,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,274
2507,,8,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,274
2508,,8,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,274
2509,,8,,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,274
2511,2-,8,,III,223,5 L,E1,P001 IBC03 LP01,,T4,TP2,274
2512,(),6.1,,III,279,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,274
2513,,8,,II,,1 L,E2,P001 IBC02,,T8,TP2,274
2514,,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,274
2515,,6.1,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,274
2516,,6.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,274
2517,"1--1,1- ( R 142b)",2.1,,,,0,E0,P200,,T50,,274
2518,"1,5,9-",6.1,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,274
2520,,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,274
2521,,6.1,3,I,354 386,0,E0,P602,,T20,TP2 TP13,274
2522,2-,6.1,,II,386,100 ml,E4,P001 IBC02,,T7,TP2,275
2524,,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,275
2525,,6.1,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,275
2526,,3,8,III,,5 L,E1,P001 IBC03,,T4,TP1,275
2527,,3,,III,386,5 L,E1,P001 IBC03 LP01,,T2,TP1,275
2528,,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,275
2529,,3,8,III,,5 L,E1,P001 IBC03,,T4,TP1,275
2531,,8,,II,386,1 L,E2,P001 IBC02 LP01,,T7,TP2 TP18 TP30,275
2533,,6.1,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,275
2534,,2.3,2.1 8,,,0,E0,P200,,,,275
2535,4-(N-),3,8,II,,1 L,E2,P001 IBC02,,T7,TP1,275
2536,,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,275
2538,,4.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,275
2541,,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,275
2542,,6.1,,II,,100 ml,E4,P001 IBC02,,T7,TP2,275
2545,,4.2,,I,,0,E0,P404,,,,275
2545,,4.2,,II,,0,E2,P410 IBC06,B2,T3,TP33,275
2545,,4.2,,III,223,0,E1,P002 IBC08 LP02,B3,T1,TP33,275
2546,,4.2,,I,,0,E0,P404,,,,275
2546,,4.2,,II,,0,E2,P410 IBC06,B2,T3,TP33,275
2546,,4.2,,III,223,0,E1,P002 IBC08 LP02,B3,T1,TP33,275
2547,,5.1,,I,,0,E0,P503 IBC06,B1,,,276
2548,,2.3,5.1 8,,,0,E0,P200,,,,276
2552,,6.1,,II,,100 ml,E4,P001 IBC02,,T7,TP2,276
2554,,3,,II,,1 L,E2,P001 IBC02,,T4,TP1 TP13,276
2555,( 25%),4.1,,II,28 394,0,E0,P406,,,,276
2556,( 25% 12.6%),4.1,,II,28 394,0,E0,P406,,,,276
2557,12.6%,4.1,,II,241 394,0,E0,P406,,,,276
2558,,6.1,3,I,,0,E0,P001,,T14,TP2 TP13,276
2560,2--2-,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,276
2561,3--1-,3,,I,,0,E3,P001,,T11,TP2,276
2564,,8,,II,,1 L,E2,P001 IBC02,,T7,TP2,276
2564,,8,,III,223,5 L,E1,P001 IBC03 LP01,,T4,TP1,276
2565,,8,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,276
2567,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,276
2570,,6.1,,I,274,0,E5,P002 IBC07,B1,T6,TP33,276
2570,,6.1,,II,274,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,276
2570,,6.1,,III,223 274,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,276
2571,,8,,II,,1 L,E2,P001 IBC02,,T8,TP2 TP13 TP28,276
2572,,6.1,,II,,100 ml,E4,P001 IBC02,,T7,TP2,276
2573,,5.1,6.1,II,,1 kg,E2,P002 IBC06,B2,T3,TP33,276
2574,3%,6.1,,II,,100 ml,E4,P001 IBC02,,T7,TP2,276
2576,,8,,II,,0,E0,,,T7,TP3 TP13,276
2577,,8,,II,,1 L,E2,P001 IBC02,,T7,TP2,277
2578,,8,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,277
2579,,8,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,277
2580,,8,,III,223,5 L,E1,P001 IBC03 LP01,,T4,TP1,277
2581,,8,,III,223,5 L,E1,P001 IBC03 LP01,,T4,TP1,277
2582,,8,,III,223,5 L,E1,P001 IBC03 LP01,,T4,TP1,277
2583,5%,8,,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,277
2584,5%,8,,II,,1 L,E2,P001 IBC02,,T8,TP2 TP13,277
2585,5%,8,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,277
2586,5%,8,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,277
2587,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,277
2588,,6.1,,I,61 274,0,E5,P002 IBC99,,T6,TP33,277
2588,,6.1,,II,61 274,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,277
2588,,6.1,,III,61 223 274,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,277
2589,,6.1,3,II,,100 ml,E4,P001 IBC02,,T7,TP2,277
2590,,9,,III,168,5kg,E1,P002 IBC08,"PP37 B2, B3",T1,TP33,277
2591,,2.2,,,,120 ml,E1,P203,,T75,TP5,277
2599,60% (R 503),2.2,,,,120 ml,E1,P200,,,,277
2601,,2.1,,,,0,E0,P200,,,,277
2602,74% (R 500),2.2,,,,120 ml,E1,P200,,T50,,277
2603,,3,6.1,II,,1 L,E2,P001 IBC02,,T7,TP1 TP13,277
2604,,8,3,I,,0,E0,P001,,T10,TP2,278
2605,,6.1,3,I,354,0,E0,P602,,T20,TP2 TP13,278
2606,,6.1,3,I,354,0,E0,P602,,T20,TP2 TP13,278
2607,,3,,III,386,5 L,E1,P001 IBC03 LP01,,T2,TP1,278
2608,,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,278
2609,,6.1,,III,,5 L,E1,P001 IBC03 LP01,,,,278
2610,,3,8,III,,5 L,E1,P001 IBC03,,T4,TP1,278
2611,,6.1,3,II,,100 ml,E4,P001 IBC02,,T7,TP2 TP13,278
2612,(),3,,II,,1 L,E2,P001 IBC02,B8,T7,TP2,278
2614,,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,278
2615,(),3,,II,,1 L,E2,P001 IBC02,,T4,TP1,278
2616,,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,278
2616,,3,,III,223,5 L,E1,P001 IBC03 LP01,,T2,TP1,278
2617,,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,278
2618,,3,,III,386,5 L,E1,P001 IBC03 LP01,,T2,TP1,278
2619,,8,3,II,,1 L,E2,P001 IBC02,,T7,TP2,278
2620,,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,278
2621,,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,278
2622,,3,6.1,II,,1 L,E2,P001 IBC02,B8,T7,TP1,278
2623,,4.1,,III,,5 kg,E1,P002 LP02,PP15,,,278
2624,,4.3,,II,,500 g,E2,P410 IBC07,B2,T3,TP33,279
2626,10%,5.1,,II,,1 L,E0,P504 IBC02,,T4,TP1,279
2627,,5.1,,II,103 274,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,279
2628,,6.1,,I,,0,E5,P002 IBC07,B1,T6,TP33,279
2629,,6.1,,I,,0,E5,P002 IBC07,B1,T6,TP33,279
2630,,6.1,,I,274,0,E5,P002 IBC07,B1,T6,TP33,279
2642,,6.1,,I,,0,E5,P002 IBC07,B1,T6,TP33,279
2643,,6.1,,II,,100 ml,E4,P001 IBC02,,T7,TP2,279
2644,,6.1,,I,354,0,E0,P602,,T20,TP2 TP13,279
2645,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,279
2646,,6.1,,I,354,0,E0,P602,,T20,TP2 TP13,279
2647,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,279
2648,"1,2--3-",6.1,,II,,100 ml,E4,P001 IBC02,,,,279
2649,"1,3-",6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,279
2650,"1,1--1-",6.1,,II,,100 ml,E4,P001 IBC02,,T7,TP2,279
2651,"4,4’-",6.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,279
2653,,6.1,,II,,100 ml,E4,P001 IBC02,,T7,TP2,279
2655,,6.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,279
2656,,6.1,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,279
2657,,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,279
2659,,6.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,279
2660,,6.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,279
2661,,6.1,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,280
2664,,6.1,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,280
2667,,6.1,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,280
2668,,6.1,3,I,354,0,E0,P602,,T20,TP2 TP13,280
2669,,6.1,,II,,100 ml,E4,P001 IBC02,,T7,TP2,280
2669,,6.1,,III,223,5 L,E1,P001 IBC03 LP01,,T7,TP2,280
2670,,8,,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,280
2671,(),6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,280
2672,15 0.8800.975 10%-35%,8,,III,,5 L,E1,P001 IBC03 LP01,B11,T7,TP1,280
2673,2--4-,6.1,,II,,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,280
2674,,6.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,280
2676,,2.3,2.1,,,0,E0,P200,,,,280
2677,,8,,II,,1 L,E2,P001 IBC02,,T7,TP2,280
2677,,8,,III,223,5 L,E1,P001 IBC03 LP01,,T4,TP1,280
2678,,8,,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,280
2679,,8,,II,,1 L,E2,P001 IBC02,,T7,TP2,280
2679,,8,,III,223,5 L,E1,P001 IBC03 LP01,,T4,TP2,280
2680,,8,,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,280
2681,,8,,II,,1 L,E2,P001 IBC02,,T7,TP2,280
2681,,8,,III,223,5 L,E1,P001 IBC03 LP01,,T4,TP1,280
2682,,8,,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,280
2683,,8,3 6.1,II,,1 L,E2,P001 IBC01,,T7,TP2 TP13,281
2684,3,3,8,III,,5 L,E1,P001 IBC03,,T4,TP1,281
2685,NN-,8,3,II,,1 L,E2,P001 IBC02,,T7,TP2,281
2686,2-,8,3,II,,1 L,E2,P001 IBC02,,T7,TP2,281
2687,,4.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,281
2688,1--3-,6.1,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,281
2689,"3--1,2-",6.1,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,281
2690,N-,6.1,,II,,100 ml,E4,P001 IBC02,,T7,TP2,281
2691,,8,,II,,1 kg,E0,P002 IBC08,"B2, B4",T3,TP33,281
2692,,8,,I,,0,E0,P602,,T20,TP2 TP13,281
2693,,8,,III,274,5 L,E1,P001 IBC03 LP01,,T7,TP1 TP28,281
2698,0.05%,8,,III,29 169,5 kg,E1,P002 IBC08 LP02,PP14 B3,T1,TP33,281
2699,,8,,I,,0,E0,P001,,T10,TP2,281
2705,1-,8,,II,,1 L,E2,P001 IBC02,,T7,TP2,281
2707,,3,,II,,1 L,E2,P001 IBC02,,T4,TP1,281
2707,,3,,III,223,5 L,E1,P001 IBC03 LP01,,T2,TP1,281
2709,,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,281
2710,,3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,281
2713,,6.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,281
2714,,4.1,,III,,5 kg,E1,P002 IBC06,,T1,TP33,281
2715,,4.1,,III,,5 kg,E1,P002 IBC06,,T1,TP33,281
2716,"1,4-",6.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,282
2717,,4.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,282
2719,,5.1,6.1,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,282
2720,,5.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,282
2721,,5.1,,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,282
2722,,5.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,282
2723,,5.1,,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,282
2724,,5.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,282
2725,,5.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,282
2726,,5.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,282
2727,,6.1,5.1,II,,500 g,E4,P002 IBC06,B2,T3,TP33,282
2728,,5.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,282
2729,,6.1,,III,,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,282
2730,,6.1,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,282
2732,,6.1,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,282
2733,,3,8,I,274,0,E0,P001,,T14,TP1 TP27,282
2733,,3,8,II,274,1 L,E2,P001 IBC02,,T11,TP1 TP27,282
2733,,3,8,III,223 274,5 L,E1,P001 IBC03,,T7,TP1 TP28,282
2734,,8,3,I,274,0,E0,P001,,T14,TP2 TP27,283
2734,,8,3,II,274,1 L,E2,P001 IBC02,,T11,TP2 TP27,283
2735,,8,,I,274,0,E0,P001,,T14,TP2 TP27,283
2735,,8,,II,274,1 L,E2,P001 IBC02,,T11,TP1 TP27,283
2735,,8,,III,223 274,5 L,E1,P001 IBC03 LP01,,T7,TP1 TP28,283
2738,N-,6.1,,II,,100 ml,E4,P001 IBC02,,T7,TP2,283
2739,,8,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,283
2740,,6.1,3 8,I,,0,E0,P602,,T20,TP2 TP13,283
2741,22%,5.1,6.1,II,,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33,283
2742,,6.1,3 8,II,274,100 ml,E4,P001 IBC01,,,,283
2743,,6.1,3 8,II,,100 ml,E0,P001,,T20,TP2 TP13,283
2744,,6.1,3 8,II,,100 ml,E4,P001 IBC01,,T7,TP2 TP13,283
2745,,6.1,8,II,,100 ml,E4,P001 IBC02,,T7,TP2 TP13,283
2746,,6.1,8,II,,100 ml,E4,P001 IBC02,,T7,TP2 TP13,283
2747,,6.1,,III,,5 L,E1,P001 IBC03 LP01,,T4,TP1,283
2748,-2-,6.1,8,II,,100 ml,E4,P001 IBC02,,T7,TP2 TP13,283
2749,,3,,I,,0,E0,P001,,T14,TP2,283
2750,"1,3--2-",6.1,,II,,100 ml,E4,P001 IBC02,,T7,TP2,283
2751,,8,,II,,1 L,E2,P001 IBC02,,T7,TP2,283
2752,"1,2--3-",3,,III,,5 L,E1,P001 IBC03 LP01,,T2,TP1,283
2753,N-,6.1,,III,,5 L,E1,P001 IBC03 LP01,,T7,TP1,284
2754,N-,6.1,,II,,100 ml,E4,P001 IBC02,,T7,TP2,284
2757,,6.1,,I,61 274,0,E5,P002 IBC07,B1,T6,TP33,284
2757,,6.1,,II,61 274,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,284
2757,,6.1,,III,61 223 274,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,284
2758,23,3,6.1,I,61 274,0,E0,P001,,T14,TP2 TP13 TP27,284
2758,23,3,6.1,II,61 274,1 L,E2,P001 IBC02,,T11,TP2 TP13 TP27,284
2759,,6.1,,I,61 274,0,E5,P002 IBC07,B1,T6,TP33,284
2759,,6.1,,II,61 274,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,284
2759,,6.1,,III,61 223 274,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,284
2760,23,3,6.1,I,61 274,0,E0,P001,,T14,TP2 TP13 TP27,284
2760,23,3,6.1,II,61 274,1 L,E2,P001 IBC02,,T11,TP2 TP13 TP27,284
2761,,6.1,,I,61 274,0,E5,P002 IBC07,B1,T6,TP33,284
2761,,6.1,,II,61 274,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,284
2761,,6.1,,III,61 223 274,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33,284
2762,23,3,6.1,I,61 274,0,E0,P001,,T14,TP2 TP13 TP27,284
2762,23,3,6.1,II,61 274,1 L,E2,P001 IBC02,,T11,TP2 TP13 TP27,284
2763,,6.1,,I,61 274,0,E5,P002 IBC07,B1,T6,TP33,284
2763,,6.1,,II,61 274,500 g,E4,P002 IBC08,"B2, B4",T3,TP33,284
